Point,SCORE
1,0.9506072874493927
1,0.9505672609400324
1,0.9521880064829822
1,0.960291734197731
1,0.9440842787682334
6,0.9651821862348178
6,0.9611021069692058
6,0.9586709886547812
6,0.9667747163695299
6,0.9627228525121556
11,0.9619433198380567
11,0.9619124797406807
11,0.9554294975688817
11,0.9716369529983793
11,0.9635332252836305
16,0.9619433198380567
16,0.9651539708265803
16,0.9562398703403565
16,0.9700162074554295
16,0.9635332252836305
21,0.9635627530364372
21,0.965964343598055
21,0.9562398703403565
21,0.9708265802269044
21,0.9627228525121556
26,0.962753036437247
26,0.965964343598055
26,0.9562398703403565
26,0.9708265802269044
26,0.9619124797406807
31,0.9643724696356275
31,0.9627228525121556
31,0.9562398703403565
31,0.9716369529983793
31,0.9611021069692058
36,0.9643724696356275
36,0.9619124797406807
36,0.9578606158833063
36,0.9716369529983793
36,0.9627228525121556
41,0.9651821862348178
41,0.9627228525121556
41,0.9594813614262561
41,0.9692058346839546
41,0.9627228525121556
46,0.9651821862348178
46,0.9643435980551054
46,0.9594813614262561
46,0.9700162074554295
46,0.9627228525121556
51,0.9643724696356275
51,0.9651539708265803
51,0.9594813614262561
51,0.9708265802269044
51,0.9643435980551054
56,0.9643724696356275
56,0.9651539708265803
56,0.9578606158833063
56,0.9708265802269044
56,0.9627228525121556
61,0.9643724696356275
61,0.9651539708265803
61,0.9586709886547812
61,0.9700162074554295
61,0.9627228525121556
66,0.962753036437247
66,0.965964343598055
66,0.9586709886547812
66,0.9700162074554295
66,0.9635332252836305
71,0.9635627530364372
71,0.9643435980551054
71,0.960291734197731
71,0.9708265802269044
71,0.9635332252836305
76,0.9635627530364372
76,0.9635332252836305
76,0.9578606158833063
76,0.9708265802269044
76,0.9619124797406807
81,0.9643724696356275
81,0.9627228525121556
81,0.9586709886547812
81,0.9700162074554295
81,0.9635332252836305
86,0.9651821862348178
86,0.9643435980551054
86,0.9570502431118314
86,0.9708265802269044
86,0.9643435980551054
91,0.9643724696356275
91,0.9643435980551054
91,0.9570502431118314
91,0.9700162074554295
91,0.9643435980551054
96,0.965991902834008
96,0.9635332252836305
96,0.9578606158833063
96,0.9700162074554295
96,0.9651539708265803
101,0.9668016194331984
101,0.9619124797406807
101,0.9586709886547812
101,0.9683954619124797
101,0.9651539708265803
106,0.968421052631579
106,0.9619124797406807
106,0.9586709886547812
106,0.9692058346839546
106,0.9651539708265803
111,0.9676113360323887
111,0.9627228525121556
111,0.9578606158833063
111,0.9692058346839546
111,0.9651539708265803
116,0.9676113360323887
116,0.9627228525121556
116,0.9586709886547812
116,0.9700162074554295
116,0.965964343598055
121,0.9668016194331984
121,0.9627228525121556
121,0.9586709886547812
121,0.9700162074554295
121,0.9667747163695299
126,0.9651821862348178
126,0.9619124797406807
126,0.9594813614262561
126,0.9700162074554295
126,0.965964343598055
131,0.9635627530364372
131,0.9619124797406807
131,0.960291734197731
131,0.9692058346839546
131,0.9643435980551054
136,0.9635627530364372
136,0.9627228525121556
136,0.960291734197731
136,0.9692058346839546
136,0.9651539708265803
141,0.9643724696356275
141,0.9627228525121556
141,0.960291734197731
141,0.9692058346839546
141,0.9651539708265803
146,0.9651821862348178
146,0.9627228525121556
146,0.9594813614262561
146,0.9692058346839546
146,0.9651539708265803
151,0.965991902834008
151,0.9627228525121556
151,0.960291734197731
151,0.9692058346839546
151,0.9635332252836305
156,0.9651821862348178
156,0.9627228525121556
156,0.9586709886547812
156,0.9692058346839546
156,0.9643435980551054
161,0.9643724696356275
161,0.9651539708265803
161,0.9586709886547812
161,0.9716369529983793
161,0.9635332252836305
166,0.9651821862348178
166,0.9643435980551054
166,0.9586709886547812
166,0.9716369529983793
166,0.9643435980551054
171,0.965991902834008
171,0.9643435980551054
171,0.960291734197731
171,0.9708265802269044
171,0.9643435980551054
176,0.9643724696356275
176,0.9651539708265803
176,0.9594813614262561
176,0.9716369529983793
176,0.9643435980551054
181,0.9651821862348178
181,0.9635332252836305
181,0.9594813614262561
181,0.9708265802269044
181,0.9643435980551054
186,0.9651821862348178
186,0.9643435980551054
186,0.960291734197731
186,0.9716369529983793
186,0.9635332252836305
191,0.9651821862348178
191,0.9643435980551054
191,0.960291734197731
191,0.9708265802269044
191,0.9635332252836305
196,0.965991902834008
196,0.9643435980551054
196,0.9586709886547812
196,0.9708265802269044
196,0.9627228525121556
201,0.965991902834008
201,0.9651539708265803
201,0.9586709886547812
201,0.9708265802269044
201,0.9635332252836305
206,0.965991902834008
206,0.9651539708265803
206,0.9586709886547812
206,0.9716369529983793
206,0.9635332252836305
211,0.9668016194331984
211,0.9651539708265803
211,0.9586709886547812
211,0.9708265802269044
211,0.9635332252836305
216,0.968421052631579
216,0.9651539708265803
216,0.9586709886547812
216,0.9708265802269044
216,0.9643435980551054
221,0.9668016194331984
221,0.9651539708265803
221,0.9586709886547812
221,0.9708265802269044
221,0.9643435980551054
226,0.9676113360323887
226,0.9651539708265803
226,0.9586709886547812
226,0.9716369529983793
226,0.9643435980551054
231,0.9676113360323887
231,0.9651539708265803
231,0.9586709886547812
231,0.9708265802269044
231,0.9651539708265803
236,0.965991902834008
236,0.9651539708265803
236,0.9586709886547812
236,0.9708265802269044
236,0.9643435980551054
241,0.9676113360323887
241,0.9651539708265803
241,0.9586709886547812
241,0.9708265802269044
241,0.9651539708265803
246,0.9676113360323887
246,0.9643435980551054
246,0.9586709886547812
246,0.9708265802269044
246,0.9651539708265803
251,0.9676113360323887
251,0.9651539708265803
251,0.9578606158833063
251,0.9708265802269044
251,0.9651539708265803
256,0.9676113360323887
256,0.9643435980551054
256,0.9578606158833063
256,0.9716369529983793
256,0.9651539708265803
261,0.9676113360323887
261,0.9643435980551054
261,0.9586709886547812
261,0.9708265802269044
261,0.9651539708265803
266,0.9668016194331984
266,0.9643435980551054
266,0.9586709886547812
266,0.9716369529983793
266,0.9651539708265803
271,0.9668016194331984
271,0.9643435980551054
271,0.9586709886547812
271,0.9708265802269044
271,0.9651539708265803
276,0.9676113360323887
276,0.9643435980551054
276,0.9594813614262561
276,0.9700162074554295
276,0.9651539708265803
281,0.968421052631579
281,0.9643435980551054
281,0.9594813614262561
281,0.9700162074554295
281,0.9651539708265803
286,0.968421052631579
286,0.9643435980551054
286,0.9594813614262561
286,0.9700162074554295
286,0.9651539708265803
291,0.968421052631579
291,0.9643435980551054
291,0.9594813614262561
291,0.9700162074554295
291,0.9651539708265803
296,0.9676113360323887
296,0.9643435980551054
296,0.9594813614262561
296,0.9716369529983793
296,0.9651539708265803
301,0.9668016194331984
301,0.9651539708265803
301,0.9594813614262561
301,0.9724473257698542
301,0.9651539708265803
306,0.9668016194331984
306,0.9651539708265803
306,0.9586709886547812
306,0.9724473257698542
306,0.9651539708265803
311,0.9668016194331984
311,0.9651539708265803
311,0.9586709886547812
311,0.9724473257698542
311,0.9643435980551054
316,0.9668016194331984
316,0.9651539708265803
316,0.9586709886547812
316,0.9724473257698542
316,0.9643435980551054
321,0.9668016194331984
321,0.9643435980551054
321,0.9586709886547812
321,0.9724473257698542
321,0.9643435980551054
326,0.9668016194331984
326,0.9643435980551054
326,0.9594813614262561
326,0.9724473257698542
326,0.9643435980551054
331,0.9668016194331984
331,0.9651539708265803
331,0.9586709886547812
331,0.9724473257698542
331,0.9651539708265803
336,0.9668016194331984
336,0.965964343598055
336,0.9586709886547812
336,0.9724473257698542
336,0.9651539708265803
341,0.9668016194331984
341,0.9651539708265803
341,0.9578606158833063
341,0.9724473257698542
341,0.9651539708265803
346,0.9668016194331984
346,0.9651539708265803
346,0.9586709886547812
346,0.9724473257698542
346,0.9651539708265803
351,0.9668016194331984
351,0.9651539708265803
351,0.9586709886547812
351,0.9724473257698542
351,0.9651539708265803
356,0.9668016194331984
356,0.9651539708265803
356,0.9586709886547812
356,0.9716369529983793
356,0.9643435980551054
361,0.9668016194331984
361,0.9651539708265803
361,0.9586709886547812
361,0.9716369529983793
361,0.9651539708265803
366,0.965991902834008
366,0.9651539708265803
366,0.9586709886547812
366,0.9708265802269044
366,0.9651539708265803
371,0.965991902834008
371,0.9651539708265803
371,0.9586709886547812
371,0.9708265802269044
371,0.9643435980551054
376,0.965991902834008
376,0.9651539708265803
376,0.9578606158833063
376,0.9708265802269044
376,0.9643435980551054
381,0.965991902834008
381,0.9651539708265803
381,0.9578606158833063
381,0.9708265802269044
381,0.9643435980551054
386,0.965991902834008
386,0.9651539708265803
386,0.9562398703403565
386,0.9708265802269044
386,0.9651539708265803
391,0.965991902834008
391,0.9651539708265803
391,0.9570502431118314
391,0.9708265802269044
391,0.9643435980551054
396,0.965991902834008
396,0.9651539708265803
396,0.9570502431118314
396,0.9708265802269044
396,0.9651539708265803
401,0.9643724696356275
401,0.9651539708265803
401,0.9570502431118314
401,0.9716369529983793
401,0.9643435980551054
406,0.9651821862348178
406,0.9643435980551054
406,0.9578606158833063
406,0.9716369529983793
406,0.9651539708265803
411,0.9643724696356275
411,0.9651539708265803
411,0.9578606158833063
411,0.9716369529983793
411,0.9643435980551054
416,0.9643724696356275
416,0.9651539708265803
416,0.9578606158833063
