Input,Output,Target
0.027956417861323746,0.15221322704965554,0.17475344458327483
0.15008124886569763,1.042407290646722,0.8093169543004526
0.8755921512952497,-0.543280631022225,-0.7044710341935314
0.18249685809286842,0.8796981249779756,0.9113951526768818
0.34955137751758303,0.7657047417378494,0.8106706144060642
0.4158695401632678,0.5467643513532717,0.5043311932622017
0.6894902191389755,-1.1905559334428202,-0.9285925979102577
0.5370063168572928,-0.07952925468640998,-0.23042804876035092
0.49956916588804556,-0.07050250460803954,0.002707007255945111
0.2332131113631848,0.7166071034551057,0.9944426532532773
0.5142369919304668,0.41517012442313517,-0.08933440551699677
0.3909721613524767,0.9383986649856015,0.6327056247334982
0.22663478504115642,0.7677203001430178,0.9892430500311065
0.2689740742082882,1.1486241602081337,0.9929019919134336
0.690157931730165,-0.8763827501988883,-0.9301413233261626
0.14406546262766295,0.4102822369869596,0.7865424998155557
0.45919891614595143,0.5948085425336873,0.2535619424396522
0.040777068295698604,0.15287657464477394,0.25341597670071586
0.02377393121873317,-0.0173885212233319,0.1488211254239553
0.6158952525598588,-0.48475716228331,-0.6655207838680961
0.9851145841383454,-0.4917874379281005,-0.09339153079479236
0.7073317340695382,-0.7527385573942129,-0.9642779007011745
0.5251335082137799,0.220275162968435,-0.15726293903051566
0.7679429278231782,-1.171543404038488,-0.9936517163771217
0.4482434443313572,-0.06172922413873555,0.31949454781330905
0.02463008807810685,0.3246518612834265,0.15413843449185805
0.48954797077234036,0.19914625990888973,0.06562484141273163
0.2947600210955609,1.1241945941457308,0.960713265573343
0.1601585083904109,0.3441760703928731,0.8448611567195909
0.822493475829088,-1.362981876958863,-0.8980456092454264
0.24897883532002463,0.7558894007144259,0.9999794164716835
0.4192221291638055,-0.033973491886821916,0.4860308577529788
0.6844312606243458,-0.6002070090261471,-0.9163295629518082
0.5358796146737863,-0.12158850203338158,-0.22353356150681664
0.7065435895912351,-0.9983596228584275,-0.9629543188048839
0.7971978308146821,-0.878011357470676,-0.9563495523723977
0.4384242070768246,0.31449544618059416,0.3773120748457564
0.7384787215258246,-1.0236232607179185,-0.9973809642567089
0.9554893395566046,0.0005065432064028652,-0.27603726237102266
0.03457302721627287,0.2465961469498929,0.215524319697965
0.1815755508210588,1.0700223931171853,0.9089976402435944
0.20058033113098428,1.3894606797661435,0.9521769686503779
0.30383115308237363,0.6168469776946639,0.943343092238727
0.1608867059625585,0.8506257471448755,0.8473000783225357
0.2595270166019902,0.727974400773614,0.9982089244715122
0.23545023670785448,1.217704915518455,0.9958242055654466
0.5330118408737351,-1.0070504534937843,-0.20593541305742266
0.852582579870873,-0.8301983074338665,-0.7993730140364559
0.363878889825607,0.8842679447741564,0.7547507962765193
0.07999757896572945,0.4813114048580235,0.4817403438379252
0.8753384095450515,-0.6625316061537774,-0.7056016698729598
0.8841949786872232,-0.6250748437662623,-0.6650975249085086
0.9016066175884574,-0.4658272581420871,-0.5795886784019083
0.3251099339941316,1.2400164298989826,0.8906927242307233
0.9161948508404276,-0.6731769949736717,-0.5025651369038414
0.3835850646530067,0.7019609777138577,0.6679543566270915
0.4201054614004943,0.5295639142603672,0.4811728981974417
0.3622332640467476,0.25793662614976476,0.7614933405519524
0.32064693969326263,0.892613928443787,0.903088856504159
0.2764629174367649,1.109887825110195,0.9862087254161679
0.39084540283967717,0.7368315565232549,0.6333221866766541
0.6354314633280683,-1.058660549218665,-0.7519011037192044
0.01302064228830413,-0.29020160709740467,0.08171987777724365
0.14645150203004065,0.6858499112600402,0.7957118211679463
0.4301003327830386,0.2100550466319113,0.42520879545611195
0.8395277451581228,-0.799810943097218,-0.8459141460869015
0.9384556387073786,-0.45596519282826886,-0.37712917402758267
0.7630098181163987,-1.474564714418993,-0.9966608928907238
0.3623820025034975,0.3912872895149204,0.7608872574397305
0.3021445465353879,0.7308582389287618,0.9468064293757738
0.8504549147025801,-0.8552307567222275,-0.8073336174001094
0.3683555856194055,1.1005624140925208,0.7360024423512661
0.8913792028562791,-0.3638172895154532,-0.6307230357785079
0.617227720486545,-0.4814996447085568,-0.6717461812122929
0.24267958982539284,1.3592672002066266,0.9989423937562938
0.5709306261739826,-0.5863332449091656,-0.4310627747928576
0.24069583846885867,0.51978519339219,0.9982917141807639
0.20619447245065448,0.8246329487232544,0.962360475051971
0.5780927792019497,-0.06885675529843527,-0.471218182872931
0.5780512438015276,-0.6134835805287298,-0.4709879828628569
0.14102777625597673,0.9593212779517182,0.7746134466753795
0.8867015281104939,-0.2231027606698977,-0.6532547754291251
0.9710926119644552,-0.016285994118057978,-0.18063346805079855
0.20947980363109497,1.1154624791426218,0.9677651484254043
0.9287452752341269,-0.41077100934085053,-0.43289934244867917
0.6661151891842534,-0.22636880012029725,-0.8642876906955729
0.07166027002448472,0.30825663181623586,0.4351949140496253
0.8025089387672025,-1.0434593805768797,-0.9460671648599503
0.28186165222725745,1.1837217176813282,0.9800282829977243
0.3190939226105798,1.5668102838852263,0.907236360015301
0.853405000672392,-1.451345892813323,-0.7962575867967935
0.05154580732108349,0.7612110094796549,0.318239499448965
0.8607647902725121,-1.2144887652737548,-0.7674413329742856
0.9679310729473397,-0.322031165408957,-0.20013431881391544
0.41896347265170375,0.0553609813285561,0.487450533696042
0.4879731665682663,0.04520849268244609,0.07549492487275623
0.1007959516906396,0.3625184141626439,0.5918238694308017
0.34996382666927117,0.8146359932126137,0.8091505675082828
0.9065834692988934,-0.6392577819230024,-0.5538268785929806
0.3585647061797388,0.6003402715760662,0.7762302607157006
0.5820448891523329,-0.7191532539108705,-0.49297275454440803
0.03311549611752007,0.0006608544688727347,0.20657269452636368
0.5789480479090949,-0.3526930899662646,-0.4759511478133657
0.20467499115696364,1.3412889101180738,0.9597219586291873
0.14449510253657394,0.14727301256236558,0.7882066751508052
0.9687553572822223,-0.10314975110215331,-0.19505730789144085
0.23657766922474044,0.6163742129218666,0.9964459118577056
0.93827217797679,-0.6021384699189893,-0.37819652509337565
0.5665379046009731,-0.8640264842046166,-0.40599741895477737
0.2348142326315933,1.2264765981993795,0.9954514422210714
0.9500550415431319,-0.405782884524421,-0.30868806611593935
0.1393067409119867,0.5157800279232032,0.7677294024206226
0.5837804470165296,-0.39161975417186123,-0.5024309473051072
0.22961761992711327,1.0997944023367048,0.9918107169826167
0.725209941878902,-1.2000956459639331,-0.9878938345156115
0.3448770672865681,0.8780424738552554,0.827514485777153
0.6519077439981471,-0.9555508567119247,-0.8160043168962853
0.22486172252205583,1.0182404649866585,0.9875520539682978
0.779839521819994,-1.0725079572654854,-0.9824756905818447
0.5196436431536594,0.01962162773986134,-0.12311152077456727
0.26785845553598553,0.2639123344813329,0.9937112863983427
0.5920647160871108,-0.019770559661508424,-0.5467348598584648
0.8508012420589007,-0.41201613680892424,-0.8060476366927795
0.14630266561946648,0.7362059694149266,0.7951450658108764
0.27619814443336566,1.0588467717917711,0.9864826998691765
0.38914143359857345,1.2686458074992526,0.6415712529714271
0.1698358060840539,0.7245928778304387,0.8758092074140257
0.35457156891007424,1.1488879709023498,0.791802039308486
0.8464359661807248,-0.6416115176838857,-0.8219756148315427
0.05251843967918901,0.4631453999916594,0.32402702939911165
0.7450772689609605,-0.8479331820341096,-0.9995216923432606
0.9420366869183067,0.08241164258067912,-0.35619649642192525
0.6192134326053359,-1.047994909770024,-0.6809360892844806
0.9435511852306124,-0.30717382238799495,-0.3472887659895303
0.21968050671450023,0.8051000967378469,0.9819091158665512
0.4294175226005317,0.4189820655985761,0.4290879308877208
0.13423401674196278,0.8272181876350885,0.746919622951952
0.7245578998733897,-0.9871105311678218,-0.9872499873868381
0.16559638550968048,0.6438635467430837,0.8626434598219996
0.7289634513262051,-0.8387803427346479,-0.9912773922168098
0.15205195907673064,0.6373987007346489,0.8165277665088801
0.2522163191126351,1.1839712480438347,0.999903041183421
0.24814017838407665,0.6032589357774927,0.9999317241082641
0.5064236557330918,-0.1996451849366334,-0.040350062116386774
0.34487344428495637,0.7084294380488484,0.8275272662769485
0.8350290881711503,-0.7953503601580296,-0.8606489769770193
0.1758632056096482,0.4768508552986626,0.8934557066434048
0.6887428668389514,-0.6496062258733328,-0.9268397689689832
0.5345289895061666,0.016210515187363633,-0.21525411716212797
0.8888525868124326,-0.6391346411344774,-0.6429623220890864
0.8628312068133479,-1.1070411168351604,-0.7590527967014131
0.01731925666932621,0.14959523397318042,0.10860545493630394
0.2751977257912289,1.4846026415324536,0.9874932324209542
0.8246804821293351,-1.0837815512535836,-0.8919161547955458
0.40903151978605257,0.8144694640094085,0.5409546969350906
0.7425400487363656,-0.8279450770884106,-0.9989016969045271
0.571924637765987,-0.5146482367255446,-0.43668983589151356
0.3866816907229874,0.6575324637515038,0.6533491415556296
0.16375095862434197,0.5457191909280656,0.856720625538549
0.13744172259046317,0.9589236413177651,0.7601681076889101
0.12324437832364188,0.0297129854558128,0.6992638976006325
0.27302269273536195,1.006915121931444,0.9895555751031232
0.8605696914994787,-0.09766091406442434,-0.7682266668165172
0.8811021623671278,-0.340355315054694,-0.6794825583353536
0.7679723215282308,-0.8177357888524011,-0.993630922231685
0.16665632038633227,1.161976167399184,0.8659928981562647
0.29679157020510216,1.1458155082045753,0.9570923728851037
0.09779765855047706,0.23913092654995527,0.5765343849831949
0.3514177959345103,1.2002176388386696,0.8037488106926292
0.34406033288475446,0.978408659137332,0.8303847376115275
0.946398184699463,-0.1607123905010384,-0.33045926728378017
0.7689120072468888,-0.7724265516525135,-0.9929482986344048
0.9663381344212447,-0.21515640895448598,-0.20993036704542278
0.705861813519139,-1.1127952220028965,-0.9617903181350453
0.9592122213499675,-0.28385867368840395,-0.25348107457958735
0.2661888807330972,1.5882809561404632,0.9948312098122593
0.4354100280715675,0.1612201029519398,0.39478218022172507
0.27650607982578956,0.8220307628821164,0.9861638042781571
0.612076198138206,-0.445871743605731,-0.6474209197278644
0.08665037371676576,0.6223565753318648,0.5179394416308999
0.027211665703605115,0.1797660370712334,0.17014413810211393
0.5757370820003908,-0.4812683433684782,-0.4581120660776827
0.06555946256417444,0.40832559826636916,0.40037152772929463
0.9652819375529886,-0.7181978058181854,-0.2164140967683853
0.04602159724278254,0.04508456485074053,0.2851493307522812
0.09785427111202705,0.4552447286473301,0.5768249872243925
0.47551984065546704,0.41128336360679485,0.1532075941752503
0.5599101506029799,-0.3563870268995678,-0.3675995976511494
0.16408467877111854,1.003512083106877,0.8578002436005345
0.8333063102774867,-0.9749647236120839,-0.8661102867344597
0.6550508192508302,-0.7423911396992907,-0.8272600091361927
0.19716526141289648,0.64969878980426,0.9454019957276124
0.5480613791359353,-0.492983911924358,-0.2974098091823229
0.051750916728152574,0.5570828405172376,0.3194609740844914
0.349636449418949,0.277492736931907,0.8103575343489818
0.7322883965312407,-0.5080638207330277,-0.9938141804188949
0.9815681661387273,0.11241185142109164,-0.11555192393517158
0.4853945753388873,-0.04473400906084639,0.09163983939517976
0.9045882524196497,-0.822539824463776,-0.564221223311529
0.8638973762063789,-0.5857392514641336,-0.7546745932349124
